sku,name,brand,purchase_price,price,quantity,category,supplier,description,warranty_months
CH-BO-0641,Boat Charger Model 173,Boat,962,1301,51,Charger,PrintWorks Pvt Ltd,Boat Charger with premium features,24
PR-XE-0642,Xerox Printer Model 451,Xerox,25753,37921,73,Printer,ConnectPro Supplies,Xerox Printer with premium features,24
TA-LE-0643,Lenovo Tablet Model 812,Lenovo,39889,56651,57,Tablet,Visionary Electronics,Lenovo Tablet with premium features,36
GA-NI-0644,Nintendo Gaming Console Model 468,Nintendo,37352,52492,10,Gaming Console,Visionary Electronics,Nintendo Gaming Console with premium features,12
TA-AM-0645,Amazon Tablet Model 988,Amazon,45652,62959,75,Tablet,VisionTech Supplies,Amazon Tablet with premium features,12
KE-RA-0646,Razer Keyboard Model 734,Razer,3235,5228,6,Keyboard,AudioMax Distributors,Razer Keyboard with premium features,36
SM-AM-0647,Amazfit Smartwatch Model 189,Amazfit,10912,14746,74,Smartwatch,ElectroMart Solutions,Amazfit Smartwatch with premium features,12
EA-SO-0648,Sony Earbuds Model 449,Sony,9040,12896,75,Earbuds,GameZone Distributors,Sony Earbuds with premium features,36
PO-ON-0649,OnePlus Power Bank Model 226,OnePlus,1728,2249,2,Power Bank,PrintWorks Pvt Ltd,OnePlus Power Bank with premium features,36
SP-JB-0650,JBL Speaker Model 214,JBL,20462,32845,57,Speaker,SmartLife Traders,JBL Speaker with premium features,24
SM-BO-0651,Boat Smartwatch Model 831,Boat,16249,26685,92,Smartwatch,SmartGear Traders,Boat Smartwatch with premium features,6
SP-UL-0652,Ultimate Ears Speaker Model 968,Ultimate Ears,6626,8671,12,Speaker,ConnectPro Supplies,Ultimate Ears Speaker with premium features,12
PR-EP-0653,Epson Printer Model 517,Epson,32642,41965,100,Printer,PowerTech Distributors,Epson Printer with premium features,36
TV-SA-0654,Samsung TV Model 610,Samsung,18500,30701,69,TV,Visionary Electronics,Samsung TV with premium features,24
MO-DE-0655,Dell Mouse Model 335,Dell,1523,2273,83,Mouse,VisionTech Supplies,Dell Mouse with premium features,36
TA-AP-0656,Apple Tablet Model 731,Apple,53047,79578,16,Tablet,ConnectPro Supplies,Apple Tablet with premium features,6
CH-BE-0657,Belkin Charger Model 397,Belkin,1882,2523,82,Charger,ReadMore Supplies,Belkin Charger with premium features,12
PO-AN-0658,Anker Power Bank Model 673,Anker,1421,1804,0,Power Bank,GameZone Distributors,Anker Power Bank with premium features,36
GA-NI-0659,Nintendo Gaming Console Model 681,Nintendo,21205,28439,90,Gaming Console,TechNova Pvt Ltd,Nintendo Gaming Console with premium features,6
SP-MA-0660,Marshall Speaker Model 546,Marshall,26634,34569,25,Speaker,GameZone Distributors,Marshall Speaker with premium features,24
CH-BO-0661,Boat Charger Model 283,Boat,771,967,77,Charger,PowerTech Distributors,Boat Charger with premium features,24
SM-NO-0662,Nokia Smartphone Model 254,Nokia,50091,64936,55,Smartphone,ElectroMart Solutions,Nokia Smartphone with premium features,36
SP-UL-0663,Ultimate Ears Speaker Model 657,Ultimate Ears,14425,18592,53,Speaker,PrintWorks Pvt Ltd,Ultimate Ears Speaker with premium features,12
WE-HP-0664,HP Webcam Model 215,HP,2392,3224,61,Webcam,TechNova Pvt Ltd,HP Webcam with premium features,24
LA-DE-0665,Dell Laptop Model 445,Dell,94137,125924,52,Laptop,PowerTech Distributors,Dell Laptop with premium features,24
HE-JB-0666,JBL Headphones Model 499,JBL,8856,13788,96,Headphones,Elite Tech Supplies,JBL Headphones with premium features,12
SM-AM-0667,Amazfit Smartwatch Model 226,Amazfit,5754,8193,10,Smartwatch,VisionTech Supplies,Amazfit Smartwatch with premium features,12
KE-ST-0668,SteelSeries Keyboard Model 380,SteelSeries,5123,8088,63,Keyboard,PrintWorks Pvt Ltd,SteelSeries Keyboard with premium features,6
PR-CA-0669,Canon Printer Model 936,Canon,18727,25806,23,Printer,TechWorld Pvt Ltd,Canon Printer with premium features,6
SP-JB-0670,JBL Speaker Model 887,JBL,26807,36585,27,Speaker,PowerTech Distributors,JBL Speaker with premium features,12
RO-TP-0671,TP-Link Router Model 134,TP-Link,8289,12263,2,Router,AudioMax Distributors,TP-Link Router with premium features,12
WE-LO-0672,Logitech Webcam Model 598,Logitech,4724,7089,61,Webcam,GameZone Distributors,Logitech Webcam with premium features,24
MO-ST-0673,SteelSeries Mouse Model 419,SteelSeries,2023,2660,63,Mouse,SoundPro Solutions,SteelSeries Mouse with premium features,36
TV-SO-0674,Sony TV Model 937,Sony,41774,65591,49,TV,VisionTech Supplies,Sony TV with premium features,24
SP-BO-0675,Bose Speaker Model 588,Bose,29619,37261,60,Speaker,SmartLife Traders,Bose Speaker with premium features,24
LA-LG-0676,LG Laptop Model 463,LG,143742,189262,69,Laptop,ElectroMart Solutions,LG Laptop with premium features,12
LA-DE-0677,Dell Laptop Model 957,Dell,98418,134210,6,Laptop,CameraKing Distributors,Dell Laptop with premium features,36
HE-SK-0678,Skullcandy Headphones Model 799,Skullcandy,10872,15450,95,Headphones,SmartGear Traders,Skullcandy Headphones with premium features,24
LA-AC-0679,Acer Laptop Model 361,Acer,102981,155558,42,Laptop,DigiHub Electronics,Acer Laptop with premium features,12
MO-MI-0680,Microsoft Mouse Model 905,Microsoft,4989,7283,77,Mouse,GameZone Distributors,Microsoft Mouse with premium features,36
MO-DE-0681,Dell Monitor Model 782,Dell,23507,35248,64,Monitor,ElectroMart Solutions,Dell Monitor with premium features,12
CA-UG-0682,Ugreen Cable Model 548,Ugreen,870,1262,11,Cable,PowerTech Distributors,Ugreen Cable with premium features,6
PO-SA-0683,Samsung Power Bank Model 128,Samsung,1767,2816,33,Power Bank,GameZone Distributors,Samsung Power Bank with premium features,24
CA-ON-0684,OnePlus Cable Model 440,OnePlus,558,796,50,Cable,MobileMart Pvt Ltd,OnePlus Cable with premium features,36
PO-SA-0685,Samsung Power Bank Model 359,Samsung,2422,3307,22,Power Bank,TechNova Pvt Ltd,Samsung Power Bank with premium features,36
CA-AN-0686,Anker Cable Model 931,Anker,527,728,5,Cable,ElectroMart Solutions,Anker Cable with premium features,6
PR-EP-0687,Epson Printer Model 114,Epson,28302,46097,28,Printer,SoundPro Solutions,Epson Printer with premium features,24
ME-TR-0688,Transcend Memory Card Model 705,Transcend,4544,6304,14,Memory Card,ConnectPro Supplies,Transcend Memory Card with premium features,6
SM-NO-0689,Nokia Smartphone Model 385,Nokia,92498,122919,42,Smartphone,TechWorld Pvt Ltd,Nokia Smartphone with premium features,36
PO-AM-0690,Ambrane Power Bank Model 799,Ambrane,1443,2165,52,Power Bank,MobileMart Pvt Ltd,Ambrane Power Bank with premium features,36
EA-NO-0691,Noise Earbuds Model 855,Noise,5207,8485,0,Earbuds,VisionTech Supplies,Noise Earbuds with premium features,6
RO-NE-0692,Netgear Router Model 689,Netgear,6652,8809,70,Router,TechNova Pvt Ltd,Netgear Router with premium features,6
MO-VI-0693,ViewSonic Monitor Model 567,ViewSonic,34140,52421,29,Monitor,ReadMore Supplies,ViewSonic Monitor with premium features,24
RO-AS-0694,Asus Router Model 784,Asus,6624,9943,17,Router,ConnectPro Supplies,Asus Router with premium features,36
TV-XI-0695,Xiaomi TV Model 564,Xiaomi,24308,40254,64,TV,MobileMart Pvt Ltd,Xiaomi TV with premium features,36
HE-AU-0696,Audio-Technica Headphones Model 309,Audio-Technica,7344,9954,8,Headphones,TechWorld Pvt Ltd,Audio-Technica Headphones with premium features,24
SP-JB-0697,JBL Speaker Model 313,JBL,12039,16293,86,Speaker,DigiHub Electronics,JBL Speaker with premium features,6
WE-CR-0698,Creative Webcam Model 498,Creative,8469,10746,62,Webcam,SmartGear Traders,Creative Webcam with premium features,24
PR-BR-0699,Brother Printer Model 153,Brother,19738,32559,45,Printer,ConnectPro Supplies,Brother Printer with premium features,6
HE-SK-0700,Skullcandy Headphones Model 432,Skullcandy,21377,28550,28,Headphones,TechWorld Pvt Ltd,Skullcandy Headphones with premium features,36
MO-MI-0701,Microsoft Mouse Model 454,Microsoft,3573,4605,91,Mouse,GadgetHub India,Microsoft Mouse with premium features,12
TV-TC-0702,TCL TV Model 195,TCL,23974,39894,12,TV,TechWorld Pvt Ltd,TCL TV with premium features,12
TA-LE-0703,Lenovo Tablet Model 515,Lenovo,26407,40022,9,Tablet,PrintWorks Pvt Ltd,Lenovo Tablet with premium features,24
CA-PA-0704,Panasonic Camera Model 376,Panasonic,68501,111108,49,Camera,ElectroMart Solutions,Panasonic Camera with premium features,24
GA-NI-0705,Nintendo Gaming Console Model 252,Nintendo,26819,40404,69,Gaming Console,ConnectPro Supplies,Nintendo Gaming Console with premium features,36
TV-TC-0706,TCL TV Model 294,TCL,31728,42939,59,TV,Visionary Electronics,TCL TV with premium features,24
CA-AM-0707,AmazonBasics Cable Model 791,AmazonBasics,712,891,69,Cable,MobileMart Pvt Ltd,AmazonBasics Cable with premium features,36
SP-HA-0708,Harman Kardon Speaker Model 837,Harman Kardon,7009,11264,58,Speaker,SmartGear Traders,Harman Kardon Speaker with premium features,6
PR-XE-0709,Xerox Printer Model 429,Xerox,14957,23838,24,Printer,AudioMax Distributors,Xerox Printer with premium features,12
ME-SO-0710,Sony Memory Card Model 207,Sony,1275,1888,27,Memory Card,GadgetHub India,Sony Memory Card with premium features,24
TA-RE-0711,Realme Tablet Model 377,Realme,39040,56157,5,Tablet,VisionTech Supplies,Realme Tablet with premium features,36
CA-PA-0712,Panasonic Camera Model 842,Panasonic,27830,44293,56,Camera,SoundPro Solutions,Panasonic Camera with premium features,24
LA-RA-0713,Razer Laptop Model 312,Razer,54242,89714,30,Laptop,Elite Tech Supplies,Razer Laptop with premium features,12
PR-CA-0714,Canon Printer Model 706,Canon,12963,17518,40,Printer,Elite Tech Supplies,Canon Printer with premium features,24
MO-HP-0715,HP Mouse Model 231,HP,2184,3378,49,Mouse,SoundPro Solutions,HP Mouse with premium features,12
TV-ON-0716,OnePlus TV Model 732,OnePlus,129898,172330,68,TV,TechWorld Pvt Ltd,OnePlus TV with premium features,6
MO-LG-0717,LG Monitor Model 203,LG,39539,54355,88,Monitor,VisionTech Supplies,LG Monitor with premium features,36
PR-BR-0718,Brother Printer Model 270,Brother,33055,46106,24,Printer,Elite Tech Supplies,Brother Printer with premium features,12
MO-ST-0719,SteelSeries Mouse Model 842,SteelSeries,1983,2592,5,Mouse,MobileMart Pvt Ltd,SteelSeries Mouse with premium features,24
KE-CO-0720,Corsair Keyboard Model 918,Corsair,7553,10672,18,Keyboard,GameZone Distributors,Corsair Keyboard with premium features,12
TA-AP-0721,Apple Tablet Model 483,Apple,19633,27720,69,Tablet,MobileMart Pvt Ltd,Apple Tablet with premium features,24
TA-RE-0722,Realme Tablet Model 320,Realme,58012,73662,98,Tablet,Elite Tech Supplies,Realme Tablet with premium features,12
RO-TP-0723,TP-Link Router Model 355,TP-Link,5373,8273,3,Router,PrintWorks Pvt Ltd,TP-Link Router with premium features,12
RO-D--0724,D-Link Router Model 614,D-Link,750,1074,7,Router,SoundPro Solutions,D-Link Router with premium features,36
EA-JA-0725,Jabra Earbuds Model 907,Jabra,660,1015,77,Earbuds,ElectroMart Solutions,Jabra Earbuds with premium features,36
RO-CI-0726,Cisco Router Model 296,Cisco,1250,1597,62,Router,ReadMore Supplies,Cisco Router with premium features,36
SM-FI-0727,Fitbit Smartwatch Model 321,Fitbit,20814,27911,60,Smartwatch,ConnectPro Supplies,Fitbit Smartwatch with premium features,6
CA-FU-0728,Fujifilm Camera Model 856,Fujifilm,66161,103910,23,Camera,SmartGear Traders,Fujifilm Camera with premium features,36
SM-AP-0729,Apple Smartwatch Model 609,Apple,17445,22230,2,Smartwatch,ConnectPro Supplies,Apple Smartwatch with premium features,36
KE-HP-0730,HP Keyboard Model 167,HP,8557,13864,24,Keyboard,Peripheral Pros,HP Keyboard with premium features,12
CA-SO-0731,Sony Camera Model 971,Sony,32191,51318,100,Camera,SoundPro Solutions,Sony Camera with premium features,12
TA-XI-0732,Xiaomi Tablet Model 387,Xiaomi,40245,65068,43,Tablet,AudioMax Distributors,Xiaomi Tablet with premium features,12
SM-OP-0733,Oppo Smartphone Model 885,Oppo,69386,110624,36,Smartphone,SmartLife Traders,Oppo Smartphone with premium features,12
LA-HP-0734,HP Laptop Model 540,HP,51114,77370,35,Laptop,AudioMax Distributors,HP Laptop with premium features,12
CA-UG-0735,Ugreen Cable Model 653,Ugreen,237,312,29,Cable,MobileMart Pvt Ltd,Ugreen Cable with premium features,24
GA-SO-0736,Sony Gaming Console Model 344,Sony,27942,36208,63,Gaming Console,Visionary Electronics,Sony Gaming Console with premium features,12
HE-SK-0737,Skullcandy Headphones Model 612,Skullcandy,5047,6729,43,Headphones,GadgetHub India,Skullcandy Headphones with premium features,6
CA-BE-0738,Belkin Cable Model 740,Belkin,238,328,33,Cable,PowerTech Distributors,Belkin Cable with premium features,36
HE-SO-0739,Sony Headphones Model 221,Sony,7889,11785,51,Headphones,GadgetHub India,Sony Headphones with premium features,12
LA-AP-0740,Apple Laptop Model 913,Apple,84285,123080,67,Laptop,PowerTech Distributors,Apple Laptop with premium features,36
PO-ON-0741,OnePlus Power Bank Model 833,OnePlus,428,581,95,Power Bank,SmartLife Traders,OnePlus Power Bank with premium features,24
HE-AU-0742,Audio-Technica Headphones Model 182,Audio-Technica,20161,29678,54,Headphones,CameraKing Distributors,Audio-Technica Headphones with premium features,36
PR-CA-0743,Canon Printer Model 916,Canon,22471,32555,92,Printer,Peripheral Pros,Canon Printer with premium features,24
CA-PA-0744,Panasonic Camera Model 245,Panasonic,19124,31537,73,Camera,CameraKing Distributors,Panasonic Camera with premium features,24
RO-CI-0745,Cisco Router Model 715,Cisco,7530,10859,63,Router,Visionary Electronics,Cisco Router with premium features,36
ME-TR-0746,Transcend Memory Card Model 164,Transcend,944,1210,73,Memory Card,ConnectPro Supplies,Transcend Memory Card with premium features,24
ME-KI-0747,Kingston Memory Card Model 922,Kingston,1174,1615,37,Memory Card,DigiHub Electronics,Kingston Memory Card with premium features,6
TA-SA-0748,Samsung Tablet Model 538,Samsung,53211,70534,45,Tablet,SmartLife Traders,Samsung Tablet with premium features,6
PO-SA-0749,Samsung Power Bank Model 870,Samsung,1588,2107,9,Power Bank,ReadMore Supplies,Samsung Power Bank with premium features,12
TA-MI-0750,Microsoft Tablet Model 699,Microsoft,27156,37453,98,Tablet,SmartGear Traders,Microsoft Tablet with premium features,24
CH-RE-0751,Realme Charger Model 290,Realme,1254,1794,91,Charger,GameZone Distributors,Realme Charger with premium features,36
TV-PA-0752,Panasonic TV Model 795,Panasonic,71947,91396,39,TV,GadgetHub India,Panasonic TV with premium features,6
CA-BO-0753,Boat Cable Model 972,Boat,177,273,36,Cable,GameZone Distributors,Boat Cable with premium features,24
CA-AN-0754,Anker Cable Model 215,Anker,647,1047,72,Cable,ReadMore Supplies,Anker Cable with premium features,36
TA-AM-0755,Amazon Tablet Model 589,Amazon,19920,26122,60,Tablet,PrintWorks Pvt Ltd,Amazon Tablet with premium features,6
WE-MI-0756,Microsoft Webcam Model 402,Microsoft,4031,6145,44,Webcam,TechWorld Pvt Ltd,Microsoft Webcam with premium features,24
MO-AC-0757,Acer Monitor Model 780,Acer,6602,9321,26,Monitor,ElectroMart Solutions,Acer Monitor with premium features,6
CA-UG-0758,Ugreen Cable Model 704,Ugreen,345,544,5,Cable,SmartLife Traders,Ugreen Cable with premium features,12
CA-AM-0759,AmazonBasics Cable Model 867,AmazonBasics,270,435,21,Cable,Visionary Electronics,AmazonBasics Cable with premium features,6
SM-AP-0760,Apple Smartwatch Model 712,Apple,35813,44860,34,Smartwatch,Peripheral Pros,Apple Smartwatch with premium features,12
SP-UL-0761,Ultimate Ears Speaker Model 239,Ultimate Ears,4351,6149,64,Speaker,TechNova Pvt Ltd,Ultimate Ears Speaker with premium features,36
TA-MI-0762,Microsoft Tablet Model 284,Microsoft,35120,53006,100,Tablet,SoundPro Solutions,Microsoft Tablet with premium features,12
GA-SO-0763,Sony Gaming Console Model 384,Sony,29553,42324,41,Gaming Console,ConnectPro Supplies,Sony Gaming Console with premium features,24
CH-BO-0764,Boat Charger Model 249,Boat,1008,1647,6,Charger,Peripheral Pros,Boat Charger with premium features,6
WE-RA-0765,Razer Webcam Model 805,Razer,3802,6186,61,Webcam,SoundPro Solutions,Razer Webcam with premium features,6
KE-ST-0766,SteelSeries Keyboard Model 122,SteelSeries,655,1024,5,Keyboard,VisionTech Supplies,SteelSeries Keyboard with premium features,24
WE-MI-0767,Microsoft Webcam Model 918,Microsoft,8190,13258,41,Webcam,Peripheral Pros,Microsoft Webcam with premium features,24
RO-CI-0768,Cisco Router Model 824,Cisco,4832,6574,27,Router,Visionary Electronics,Cisco Router with premium features,24
EA-NO-0769,Noise Earbuds Model 270,Noise,8982,11323,24,Earbuds,SoundPro Solutions,Noise Earbuds with premium features,36
SM-OP-0770,Oppo Smartphone Model 120,Oppo,12745,20146,2,Smartphone,SmartLife Traders,Oppo Smartphone with premium features,24
CH-AN-0771,Anker Charger Model 368,Anker,799,1011,91,Charger,GameZone Distributors,Anker Charger with premium features,12
HE-BE-0772,Beats Headphones Model 966,Beats,16661,26259,22,Headphones,Peripheral Pros,Beats Headphones with premium features,6
CH-RE-0773,Realme Charger Model 550,Realme,904,1135,47,Charger,Peripheral Pros,Realme Charger with premium features,12
HE-BO-0774,Bose Headphones Model 850,Bose,1530,2297,43,Headphones,ElectroMart Solutions,Bose Headphones with premium features,36
WE-HP-0775,HP Webcam Model 465,HP,9154,14841,22,Webcam,VisionTech Supplies,HP Webcam with premium features,12
TV-SO-0776,Sony TV Model 983,Sony,79865,104371,25,TV,MobileMart Pvt Ltd,Sony TV with premium features,36
KE-ST-0777,SteelSeries Keyboard Model 127,SteelSeries,7509,9743,59,Keyboard,ConnectPro Supplies,SteelSeries Keyboard with premium features,36
TV-SO-0778,Sony TV Model 804,Sony,144649,181649,57,TV,VisionTech Supplies,Sony TV with premium features,6
SM-GA-0779,Garmin Smartwatch Model 711,Garmin,6856,10955,2,Smartwatch,ElectroMart Solutions,Garmin Smartwatch with premium features,6
CH-ON-0780,OnePlus Charger Model 165,OnePlus,311,480,2,Charger,TechNova Pvt Ltd,OnePlus Charger with premium features,24
ME-SA-0781,SanDisk Memory Card Model 102,SanDisk,3583,5197,52,Memory Card,SoundPro Solutions,SanDisk Memory Card with premium features,6
PR-BR-0782,Brother Printer Model 830,Brother,30594,45602,28,Printer,GameZone Distributors,Brother Printer with premium features,6
CH-BE-0783,Belkin Charger Model 989,Belkin,281,365,38,Charger,GameZone Distributors,Belkin Charger with premium features,12
LA-LE-0784,Lenovo Laptop Model 124,Lenovo,55249,71726,16,Laptop,GameZone Distributors,Lenovo Laptop with premium features,12
RO-AS-0785,Asus Router Model 215,Asus,3331,4551,57,Router,ConnectPro Supplies,Asus Router with premium features,36
PR-CA-0786,Canon Printer Model 414,Canon,21548,30761,23,Printer,Elite Tech Supplies,Canon Printer with premium features,36
KE-KE-0787,Keychron Keyboard Model 383,Keychron,8753,12620,36,Keyboard,CameraKing Distributors,Keychron Keyboard with premium features,36
MO-ST-0788,SteelSeries Mouse Model 458,SteelSeries,4212,6125,56,Mouse,ElectroMart Solutions,SteelSeries Mouse with premium features,36
KE-HP-0789,HP Keyboard Model 350,HP,3280,5326,35,Keyboard,PowerTech Distributors,HP Keyboard with premium features,36
MO-CO-0790,Corsair Mouse Model 933,Corsair,3605,5029,45,Mouse,TechWorld Pvt Ltd,Corsair Mouse with premium features,24
PO-AN-0791,Anker Power Bank Model 986,Anker,1714,2264,68,Power Bank,Elite Tech Supplies,Anker Power Bank with premium features,24
TA-SA-0792,Samsung Tablet Model 441,Samsung,19197,25776,87,Tablet,ConnectPro Supplies,Samsung Tablet with premium features,12
CA-FU-0793,Fujifilm Camera Model 232,Fujifilm,89374,144027,7,Camera,SmartGear Traders,Fujifilm Camera with premium features,24
GA-MI-0794,Microsoft Gaming Console Model 271,Microsoft,27192,44354,5,Gaming Console,Elite Tech Supplies,Microsoft Gaming Console with premium features,6
HE-JB-0795,JBL Headphones Model 586,JBL,22231,27806,7,Headphones,Visionary Electronics,JBL Headphones with premium features,6
WE-MI-0796,Microsoft Webcam Model 321,Microsoft,3988,6037,6,Webcam,SmartLife Traders,Microsoft Webcam with premium features,24
SM-ON-0797,OnePlus Smartwatch Model 481,OnePlus,16255,20692,4,Smartwatch,TechWorld Pvt Ltd,OnePlus Smartwatch with premium features,12
CA-AM-0798,AmazonBasics Cable Model 183,AmazonBasics,717,1076,70,Cable,MobileMart Pvt Ltd,AmazonBasics Cable with premium features,36
SM-VI-0799,Vivo Smartphone Model 431,Vivo,51164,79141,73,Smartphone,Elite Tech Supplies,Vivo Smartphone with premium features,36
RO-TP-0800,TP-Link Router Model 838,TP-Link,9149,13345,46,Router,CameraKing Distributors,TP-Link Router with premium features,24

